marca,nom,any,lloc,data,vent,categoria,gender
11.06,Biel Gordillo Rodriguez,2014.0,Camp Clar,14/01/2023,,,M
11.6-,Sergi Aguza Piqueras,2016.0,Camp Clar,20/01/2024,,,M
11.8-,Alex Lopez Soria,2016.0,Camp Clar,20/01/2024,,,M
11”09,ALEIX LAGO GARBAJOSA,2002.0,Cambrils,16/01/2010,,,M
11.1-,Ferran Badia Riera,2012.0,Torredembarra,16/05/2021,,,M
"11""1",Hector Bonnin Obach,2006.0,El Prat de Llobregat,05/11/2014,,,M
"11""18",Óscar Bartolomé Vázquez,2004.0,Valls,05/04/2013,,,M
11.36,Edgar Lopez Pizarro,2014.0,Cambrils,07/05/2022,,,M
11”40,EDGAR JOSÉ DIAZ,2002.0,Tarragona,19/03/2011,,,M
"11""51",Marc Rozas Bellido,2005.0,Valls,11/04/2014,,,M
11.61,Marc Sempere Amezcua,2014.0,Cambrils,07/05/2022,,,M
11”64,IGNACIO BERZOSA ENGMANN,2002.0,Valls,19/02/2011,,,M
11''73,Marc Rozas Bellido,2005.0,Valls,08/02/2014,,,M
11.77,Ernest Gellida Barrio,2014.0,Camp Clar,28/01/2023,,,M
"11""84",Hugo Hurtado Amores,2003.0,Tarragona,24-03-2012,,,M
11.9-,Biel Lligadas Turon,2012.0,Torredembarra,16/05/2021,,,M
11.95,Hugo De Cal Medina,2014.0,Camp Clar,28/01/2023,,,M
12''0,Nacho Blanco Calatrava,2009.0,Camp Clar,07/03/2015,,,M
"12""2",Oriol Virgili Garrigós,2006.0,Tarragona - Campclar,24-05-2014,,,M
12.5-,Pau Gomis Filgueira,2012.0,Torredembarra,16/05/2021,,,M
12.6-,Genis Manchon Perez,2016.0,Camp Clar,20/01/2024,,,M
12.6-,Pep Sarle Cornado,2015.0,Torredembarra,22/04/2023,,,M
12''6,Pau Rozas Bellido,2009.0,Camp Clar,07/03/2015,,,M
13''0,Ferran Blanco Calatrava,2009.0,Camp Clar,07/03/2015,,,M
13.2-,Pau Llado Aparicio,2015.0,Torredembarra,22/04/2023,,,M
13.36,Iu Grane Barcelo,2015.0,Camp Clar,14/01/2023,,,M
14”01,DAVID GARCIA CORCHON,2002.0,Valls,20/03/2010,,,M
15.10,Victor Martinez Perales,2015.0,Camp Clar,14/01/2023,,,M
9''3,MARTINA POMES CABELLO,2005.0,El Prat de Llobregat,11/05/2015,,,F
9.5-,Maria Martin Cuadrado,2012.0,Torredembarra,16/05/2021,,,F
9'51,MARTINA POMES CABELLO,2005.0,Camp Clar,14/06/2014,,,F
"09""53",Natalia Sanchez Alvarez,2005.0,Valls,02/08/2014,,,F
"9""72",CARLA BERENGUEL TORRES,2002.0,Terrassa,11/06/2011,,,F
9.8-,Montserrat Marques Cruz,2015.0,Torredembarra,21/05/2023,,,F
9''98,Laia Aldave Mas,2005.0,Gavà,06/06/2014,,,F
9”9,MIREIA LOPEZ URBANO,2000.0,El Prat de Llobregat,23/06/2009,,,F
10.0-,Sara Lopez Garcia,2015.0,Torredembarra,22/04/2023,,,F
"10""02",Marina Burjalès i del Amo,2003.0,Valls,25-02-2012,,,F
10.05,Nayah Martinez Ferre,2013.0,Reus,04/06/2022,,,F
10.1-,Ada Nin Navas,2012.0,Torredembarra,16/05/2021,,,F
"10""20",Paula Garcia Jimenez,2003.0,Tarragona,24-03-2012,,,F
"10""22",Liana De Las Heras Ruiz,2004.0,Camp Clar,16-03-2013,,,F
10”38,MONTSE MONTAÑES ARBÓ,2001.0,Valls,20/03/2010,,,F
"10""39",MARTINA POMES CABELLO,2005.0,Camp Clar,16-03-2013,,,F
10”41,MAR VAZQUEZ DOMINGO,2002.0,Tarragona,19/03/2011,,,F
"10""43",CLARA DOMÈNECH FERNÁNDEZ,2006.0,Valls,04/12/2014,,,F
"10""2",MARINA MIR CASELLAS,2005.0,Tarragona - Campclar,24-05-2014,,,F
"10""58",BERTA POMES CABELLO,2005.0,Valls,11/04/2014,,,F
"10""5",Zaira Bueno Ubeda,2005.0,Tarragona - Campclar,24-05-2014,,,F
10''4,JULIA SUAREZ PIZA,2006.0,Valls,07/02/2015,,,F
10.4-,Laura Rullo Salas,2012.0,Torredembarra,16/05/2021,,,F
10.54,Lina Barkaoui El Bakkar,2014.0,Cambrils,09/04/2022,,,F
10.56,India Martin Cuadrado,2014.0,Camp Clar,28/01/2023,,,F
10.6-,Lucia Martinez Perales,2012.0,Torredembarra,16/05/2021,,,F
10.74,Agustina Ramos Russo,2012.0,Vilanova i la Geltrú,21/03/2021,,,F
10”74,Celia Puig Aguade,2003.0,Cambrils,21/01/2012,,,F
10.81,Alba Esteve Hostalot,2013.0,Cambrils,09/04/2022,,,F
"10""82",Abril Díaz Casañas,2004.0,Cambrils,02/02/2013,,,F
10”85,BERTA SANCHEZ RUIZ,2002.0,Tarragona,19/03/2011,,,F
10''7,Silvia Vicente,2007.0,Cambrils,25/01/2015,,,F
11”09,BERTA PRADOS GALINDO,2002.0,Tarragona,19/03/2011,,,F
"11""11",Olivia Nolla Ferré,2005.0,Camp Clar,22-12-2012,,,F
"11""19",Emma Climent Cerdà,2004.0,Valls,28-04-2012,,,F
"11""0",AROA VALDIVIA CALLAO,2005.0,Tarragona - Campclar,24-05-2014,,,F
"11""07",Olivia Nolla Ferré,2005.0,Camp Clar,25-01-2014,,,F
10''9,Alanis De Las Heras Ruiz,2006.0,Valls,07/02/2015,,,F
"11""23",Laura Santos Martinez,2005.0,Valls,04/12/2014,,,F
"11""23",ARIADNA SUAREZ PIZA,2005.0,Valls,04/12/2014,,,F
11”28,ANNA BARBA MASIP,2002.0,Tarragona,19/03/2011,,,F
11''1,Luana Izaga Deriu,2006.0,Camp Clar,07/03/2015,,,F
11”39,Paula Masdeu Bravo,2003.0,Cambrils,21/01/2012,,,F
11”40,LAURA MASCARELL JULIAN,2002.0,Tarragona,19/03/2011,,,F
"11""47",JULIA SUAREZ PIZA,2006.0,Valls,04/12/2014,,,F
"11""48",ZAIRA BUENO UBEDA,2005.0,Camp Clar,22-12-2012,,,F
"11""61",Paola Gómez Fernández,2005.0,Valls,04/12/2014,,,F
"11""4",JANA TORRES RIONÉ,2006.0,Tarragona - Campclar,24-05-2014,,,F
"11""4",ALBA TORRES RIONÉ,2006.0,Tarragona - Campclar,24-05-2014,,,F
11''5,Laura Macón,2007.0,Cambrils,25/01/2015,,,F
11.65,Merce Bages Vellve,2014.0,Camp Clar,28/01/2023,,,F
11.85,Aina Olmo Chavez,2013.0,Cambrils,07/05/2022,,,F
11”94,JUDITH ROYO MARTINEZ,2002.0,Tarragona,19/03/2011,,,F
12”06,BLANCA ANGUELA MILLAN,2002.0,Camp Clar,27/03/2010,,,F
12”16,JULIA CASAS CARPENA,2002.0,Camp Clar,27/03/2010,,,F
12''4,Erika Gómez,2007.0,Cambrils,25/01/2015,,,F
12”98,MARIA FERNANDEZ DIEZ,2002.0,Valls,19/02/2011,,,F
"13""07",Lucia Mayolas Martinez,2004.0,Camp Clar,19-01-2013,,,F
13''9,Patricia García Torné,2009.0,Camp Clar,07/03/2015,,,F
14''2,Leyre Bueno Ubeda,2009.0,Camp Clar,07/03/2015,,,F
15''8,Diana Garcia Mur,2010.0,Camp Clar,07/03/2015,,,F
