marca,nom,any,lloc,data,vent,categoria,gender
38''3,Aleix Lago Garbajosa,2002.0,Vilanova i la Geltrú,14-04-2012,,,M
38''3,NIL??????,2002.0,Vilanova i la Geltrú,14-04-2012,,,M
40.36,ERIC GRAU,,El Prat,21/05/2022,,,M
40.36,OSCAR IBAÑEZ,,El Prat,21/05/2022,,,M
40.36,BIEL LLIGADAS,,El Prat,21/05/2022,,,M
40.36,DIDAC MAÑE,,El Prat,21/05/2022,,,M
40''93,A. GARCIA,,Mataró,02/05/2014,,,M
40''93,G. FERRANDIZ,,Mataró,02/05/2014,,,M
40''93,M. ROZAS,,Mataró,02/05/2014,,,M
40''93,R. PAREDES,,Mataró,02/05/2014,,,M
41.24,FERRAN BADIA,,Tarragona,22/04/2023,,,M
41.24,MARIUS BADIA,,Tarragona,22/04/2023,,,M
41.24,ERIC GRAU,,Tarragona,22/04/2023,,,M
41.24,KILIAN PEDROL,,Tarragona,22/04/2023,,,M
41''2,Pol Mascarell,2005.0,El Prat,11/05/2014,,,M
41''2,Hugo Saiz,2005.0,El Prat,11/05/2014,,,M
41''2,Gerard Ferrnandiz,2005.0,El Prat,11/05/2014,,,M
41''2,Alex Garcia,2005.0,El Prat,11/05/2014,,,M
41''6,M. ROZAS,,Camp Clar,11/04/2015,,,M
41''6,O. BARTOLOME,,Camp Clar,11/04/2015,,,M
41''6,O. SALADIE,,Camp Clar,11/04/2015,,,M
41''6,I. GUZMAN,,Camp Clar,11/04/2015,,,M
43''9,Nil Aixalà,2004.0,El Prat,12/05/2014,,,M
43''9,Nil Pinyol,2004.0,El Prat,12/05/2014,,,M
43''9,Hugo Berenguel,2004.0,El Prat,12/05/2014,,,M
43''9,David Bonin,2004.0,El Prat,12/05/2014,,,M
47''03,Pere Pardines,2003.0,Camp Clar,23/11/2013,,,M
47''03,Nil Aixalà,2003.0,Camp Clar,23/11/2013,,,M
47''03,Abrió,2003.0,Camp Clar,23/11/2013,,,M
47''03,Bonin,2003.0,Camp Clar,23/11/2013,,,M
34.99,CRISTINA REYES,,Tarragona,14/05/2016,,,F
34.99,LAIA ALDAVE,,Tarragona,14/05/2016,,,F
34.99,NATALIA SANCHEZ,,Tarragona,14/05/2016,,,F
34.99,MARTINA POMES,,Tarragona,14/05/2016,,,F
35.03,IRENE JIMENEZ,2011,Tarragona,10/04/2021,,,F
35.03,NORA MONTOLIO,2010,Tarragona,10/04/2021,,,F
35.03,ONA SANSA,2010,Tarragona,10/04/2021,,,F
35.03,DUINA BORREDA,2010,Tarragona,10/04/2021,,,F
35.53,DUINA BORREDA,2010,Granollers,10/10/2020,,,F
35.53,DIANA GARCIA,2010,Granollers,10/10/2020,,,F
35.53,NORA MONTOLIO,2010,Granollers,10/10/2020,,,F
35.53,CLARA ORTIZ,2009,Granollers,10/10/2020,,,F
35.58,Carla Berenguel Torres,2002.0,Vic,05/04/2013,,,F
35.58,Berta Sanchez Ruiz,2002.0,Vic,05/04/2013,,,F
35.58,Mar Vazquez Domingo,2002.0,Vic,05/04/2013,,,F
35.58,Laura Yan Sole,2002.0,Vic,05/04/2013,,,F
35''81,L. MARIMON,,Mataró,02/05/2014,,,F
35''81,L. SOLE,,Mataró,02/05/2014,,,F
35''81,M. BURJALES,,Mataró,02/05/2014,,,F
35''81,L. DE LAS HERAS,,Mataró,02/05/2014,,,F
35.87,BERTA BARBER,,Igualada,13/04/2024,,,F
35.87,VIVIAN ONYEMAEKWU,,Igualada,13/04/2024,,,F
35.87,ANNA PEREZ,,Igualada,13/04/2024,,,F
35.87,CELIA VEGA,,Igualada,13/04/2024,,,F
36.40,PAULA ARANDA,,Tarragona,21/04/2018,,,F
36.40,LUANA IZAGA,,Tarragona,21/04/2018,,,F
36.40,ANDREA MOLINA,,Tarragona,21/04/2018,,,F
36.40,SILVIA VICENTE,,Tarragona,21/04/2018,,,F
37.17,INDIA MARTIN,2014,Igualada,05/04/2025,,,F
37.17,JULIA DIEZ,2014,Igualada,05/04/2025,,,F
37.17,MONTSERRAT MARQUÉS,2015,Igualada,05/04/2025,,,F
37.17,SARA LÓPEZ,2015,Igualada,05/04/2025,,,F
37.36,NOA DIAZ MUSTE,,El Prat,21/05/2022,,,F
37.36,IRENE JIMENEZ GARCIA,,El Prat,21/05/2022,,,F
37.36,CLARA SAMPER PEREZ,,El Prat,21/05/2022,,,F
37.36,CARLOTA TEJERO CLAU,,El Prat,21/05/2022,,,F
37.57,AISHA DE LA CRUZ,,Arbeca,06/04/2024,,,F
37.57,ALBA ESTEVE,,Arbeca,06/04/2024,,,F
37.57,INDIA MARTIN,,Arbeca,06/04/2024,,,F
37.57,NAYA MARTINEZ,,Arbeca,06/04/2024,,,F
37.64,ALBA ESTEVE,,El Prat,20/05/2023,,,F
37.64,EVA JACOB,,El Prat,20/05/2023,,,F
37.64,ANNA PEREZ,,El Prat,20/05/2023,,,F
37.64,CELIA VEGA,,El Prat,20/05/2023,,,F
36.71,NOEMI GONZALEZ,2009,El Prat,06/04/2019,,,F
36.71,ANDREA MOLINA,2008,El Prat,06/04/2019,,,F
36.71,CLARA ORTIZ DE LANDAZURI,2009,El Prat,06/04/2019,,,F
36.71,NAIA PEREZ,2009,El Prat,06/04/2019,,,F
37.6,ALANIS DE LAS HERAS,,Vic,01/04/2017,,,F
37.6,ERICA DIEZ,,Vic,01/04/2017,,,F
37.6,LUANA IZAGA,,Vic,01/04/2017,,,F
37.6,SILVIA VICENTE,,Vic,01/04/2017,,,F
38.0,BERTA POMES,,El Prat,16/05/2015,,,F
38.0,OLIVIA NOLLA,,El Prat,16/05/2015,,,F
38.0,LAURA SANTOS,,El Prat,16/05/2015,,,F
38.0,MARTINA POMES,,El Prat,16/05/2015,,,F
38.4,Carla Berenguel Torres,2002.0,Vilanova i la Geltrú,14/04/2012,,,F
38.4,Berta Sanchez Ruiz,2002.0,Vilanova i la Geltrú,14/04/2012,,,F
38.4,Marta Ros Borrell,2002.0,Vilanova i la Geltrú,14/04/2012,,,F
39.1,L. ALDAVE,,Camp Clar,11/04/2015,,,F
39.1,M. MIR,,Camp Clar,11/04/2015,,,F
39.1,O. NOLLA,,Camp Clar,11/04/2015,,,F
39.1,B. POMES,,Camp Clar,11/04/2015,,,F
39.37,AMELI TORRES,2014,Igualada,05/04/2025,,,F
39.37,ERIKA MARGALLÓ,2014,Igualada,05/04/2025,,,F
39.37,JÚLIA MUSTÉ,2015,Igualada,05/04/2025,,,F
39.37,NOA PASCUAL,2015,Igualada,05/04/2025,,,F
40.3,Laura Mascarell Julian,,Vilanova i la Geltrú,14/04/2012,,,F
40.3,Maria Falcó Cuenca,2002.0,Vilanova i la Geltrú,14/04/2012,,,F
41”13,BERTA SANCHEZ,2002,Camp Clar,19/11/2011,,,F
41”13,MAR VÁZQUEZ,2002,Camp Clar,19/11/2011,,,F
41”13,SIRA BO,2001,Camp Clar,19/11/2011,,,F
41”13,MONTSE MONTAÑES,2001,Camp Clar,19/11/2011,,,F
42''92,R. Salvadó,2003.0,Camp Clar,23/11/2013,,,F
42''92,M. Salvadó,2003.0,Camp Clar,23/11/2013,,,F
42''92,P. Garcia,2003.0,Camp Clar,23/11/2013,,,F
42''92,M. Burj,2003.0,Camp Clar,23/11/2013,,,F
46''8,Alanis de las Hereas,2006.0,El Prat,11/05/2014,,,F
46''8,Julia Suárez,2006.0,El Prat,11/05/2014,,,F
46''8,Jana Torres,2006.0,El Prat,11/05/2014,,,F
46''8,Alba Torres,2006.0,El Prat,11/05/2014,,,F
